id,name,japanName,hiragana,bust,waist,hip,height,birthday,blood_type,hobby,prefectures,age
1017211,Siina Risa,椎名理紗,しいなりさ,,,,,,,,,
1017228,Akane Rino,茜梨乃,あかねりの,82.0,58.0,85.0,153.0,,,お菓子作り、ダンス,,
1017237,Tukina Moe,月奈もえ,つきなもえ,,,,,,,,,
1017242,Kawase Tomoka,川瀬ともか,かわせともか,,,,,,,,,
1017244,Nikaidou Ai,二階堂あい,にかいどうあい,89.0,57.0,87.0,156.0,1990-05-03,A,マッサージ、料理、読書,東京都,31.0
1017264,Wakamatu Kawori,若松かをり,わかまつかをり,88.0,62.0,83.0,160.0,,,,,
1017267,Honda Misaki,本田岬,ほんだみさき,85.0,57.0,85.0,,,,ドライブ,北海道,
1017269,An Towako,庵叶和子,あんとわこ,90.0,62.0,89.0,168.0,,,,,
1017338,Matusita Miyuki,松下美雪,まつしたみゆき,95.0,59.0,88.0,155.0,,,,,
1017368,Misyuku Mayu,三宿まゆ,みしゅくまゆ,,,,,,,,,
1017379,Kuriyama Tomoka,栗山朋香,くりやまともか,,,,,,,,,
1017380,Kanna Risa,柑菜リサ,かんなりさ,,,,,,,,,
1017395,Kamihata Itika,神波多一花,かみはたいちか,84.0,60.0,88.0,172.0,,,,,
1017398,Ootuka Mayu,大塚まゆ,おおつかまゆ,98.0,63.0,87.0,150.0,1988-06-26,,音楽鑑賞,,33.0
1017399,Hirayama Kozue,平山こずえ,ひらやまこずえ,,,,,,,,,
1017420,Nakamura Syouko,中村翔子,なかむらしょうこ,,,,,,,,,
1017431,Nanami Hisayo,七海ひさ代,ななみひさよ,87.0,57.0,89.0,157.0,,B,,福岡県,
1017480,Noma Anna,野間あんな,のまあんな,84.0,60.0,89.0,160.0,1986-12-17,O,読書、ピアノ,,35.0
1017484,Rena,RENA,れな,83.0,59.0,83.0,157.0,1990-12-19,O,ゴルフ、数独,神奈川県,31.0
1017521,Asou Mariko,麻生まり子,あそうまりこ,86.0,58.0,86.0,153.0,,,,,
1017536,Tubaki Suzu,椿すず,つばきすず,,,,,,,,,
1017538,Honoka Miku,ほのか美空,ほのかみく,83.0,58.0,85.0,,1992-05-01,,洋服作り,,29.0
1017548,Tatibana Siori,橘詩織,たちばなしおり,,,,,,,,,
1017568,Mukai Kazuha,向井一葉,むかいかずは,,,,,,,,,
1017601,Sawada Yukari,沢田ゆかり,さわだゆかり,,,,,,,,,
1017613,Himeno Rei,姫野麗,ひめのれい,100.0,60.0,100.0,167.0,1980-09-05,,ベリーダンス、日本舞踊,東京都,41.0
1017632,Andou Akane,安藤あかね,あんどうあかね,110.0,76.0,103.0,156.0,,,,,
1017645,Miduki Akane,観月あかね,みづきあかね,106.0,59.0,94.0,168.0,1986-10-28,B,料理、英会話、イラスト,,35.0
1017646,Zyunna Kanae,純奈かなえ,じゅんなかなえ,95.0,58.0,85.0,150.0,1994-03-06,,旅行のパンフレット集め・お菓子作り、息止め・習字・華,神奈川県,27.0
1017648,Nisiuti Ririka,西内りりか,にしうちりりか,,,,,,,,,
1017666,Sinomiya Yuri,篠宮ゆり,しのみやゆり,80.0,58.0,80.0,149.0,1993-03-13,B,散歩、アニメ,埼玉県,28.0
1017667,Saezima Kaori,冴島かおり,さえじまかおり,88.0,58.0,87.0,156.0,1989-08-16,A,,東京都,32.0
1017669,Akimoto Tubasa,秋本翼,あきもとつばさ,,,,,,,,,
1017715,Kimino Ayumi,きみと歩実,きみとあゆみ,80.0,58.0,82.0,149.0,1994-03-07,A,新体操、バトントワリング、ダンス、料理,千葉県,27.0
1017734,Yunoki Rin,柚ノ木りん,ゆのきりん,,,,,,,,,
1017743,Sakura Yui,咲楽ゆい,さくらゆい,90.0,62.0,88.0,150.0,1992-02-02,,,,29.0
1017768,Kazuki Rena,和希レナ（伊東美姫）,かずきれな（いとうみき）,90.0,55.0,83.0,159.0,1990-05-12,,買い物、ネイルアート,東京都,31.0
1017805,Uehara Karen,上原花恋,うえはらかれん,87.0,62.0,92.0,163.0,,,犬と遊ぶこと,,
1017821,Kanzaki Kumi,神崎久美,かんざきくみ,85.0,68.0,91.0,161.0,,,,,
1017873,Kinzyou Rika,金城梨花,きんじょうりか,,,,,,,,,
1017874,Gotou Adusa,後藤あづさ,ごとうあづさ,,,,,,,,,
1017876,Nisino Erika,西野エリカ,にしのえりか,,,,,,,,,
1017884,Katagiri Sayoko,片桐沙夜子,かたぎりさよこ,105.0,65.0,92.0,160.0,,,,,
1017896,Watanabe Natumi,渡辺なつみ,わたなべなつみ,90.0,58.0,90.0,170.0,,,,,
1017902,Nohara Niko,野原ニコ,のはらにこ,82.0,60.0,83.0,144.0,1993-09-11,,メイク,千葉県,28.0
1017908,Kogure Karen,小暮カレン,こぐれかれん,86.0,58.0,86.0,168.0,1992-01-25,A,ショッピング,神奈川県,29.0
1017910,Akina Haruka,秋菜はるか,あきなはるか,83.0,58.0,85.0,153.0,1985-08-02,,,,36.0
1017912,Misaki Hina,美咲ひな,みさきひな,86.0,60.0,88.0,160.0,1992-09-04,O,読書、音楽鑑賞,東京都,29.0
1017937,Hirase Mikuru,平瀬みくる,ひらせみくる,,,,,1993-06-18,A,買い物,東京都,28.0
1017941,Mizuhosi Yuki,水星有貴,みずほしゆき,88.0,59.0,86.0,154.0,,,,,
1017942,Wakou Ririka,和幸りりか,わこうりりか,82.0,63.0,90.0,160.0,,,,,
1017947,Horiuti Miki,堀内美希,ほりうちみき,,,,,,,,,
1017959,Kase Koyuki,加瀬小雪,かせこゆき,,,,,,,,,
1017966,Ayane Hikari,彩音ひかり,あやねひかり,85.0,58.0,83.0,156.0,1992-07-20,,アイスクリーム屋さんめぐり、バドミントン,東京都,29.0
1017973,Nomiya Satomi,野宮さとみ,のみやさとみ,86.0,57.0,88.0,160.0,1992-12-14,,お菓子作り、スポーツ,群馬県,29.0
1017978,Amikura Kana,あみくらかな,あみくらかな,80.0,58.0,80.0,,,,,,
1017979,Munakata Siho,宗方志穂,むなかたしほ,,,,,,,,,
1017980,Igarasi Zyunko,五十嵐純子,いがらしじゅんこ,,,,,,,,,
1017999,Aoki Karen,青木花恋,あおきかれん,87.0,57.0,85.0,,1992-12-24,O,,神奈川県,29.0
1018000,Itano Yuuki,板野有紀,いたのゆうき,74.0,56.0,80.0,152.0,,,ショッピング、映画鑑賞、マッサージ,,
1018001,Endou Aiko,遠藤あいこ,えんどうあいこ,,,,,,,,,
1018003,Nakagawa Mika,中川美香,なかがわみか,,,,,,,,,
1018025,Nagano Miho,永野未帆,ながのみほ,,,,,,,,,
1018026,Kogawa Iori,古川いおり,こがわいおり,83.0,58.0,88.0,155.0,1992-09-25,O,スポーツ観戦,大阪府,29.0
1018028,Takigawa Kanon,瀧川花音,たきがわかのん,,,,,,,,,
1018035,Koizumi Maki,小泉真希,こいずみまき,96.0,62.0,86.0,162.0,1992-04-26,A,,大阪府,29.0
1018059,Minami Kanon,美波奏音,みなみかのん,100.0,65.0,90.0,167.0,,,,,
1018083,Ayano Aya,彩乃彩,あやのあや,,,,,,,,,
1018086,Komatu Yuuri,小松悠里,こまつゆうり,,,,,,,,,
1018104,Sakurazaki Maika,桜咲舞花,さくらざきまいか,,,,,,,,,
1018128,Kinosita Azumi,木下あずみ,きのしたあずみ,90.0,57.0,88.0,158.0,1993-06-08,O,リラクゼーション、料理,東京都,28.0
3810,Asabuki Maya,朝吹摩耶,あさぶきまや,83.0,59.0,82.0,150.0,,,,,
3811,Siina Hikaru,椎名ヒカル,しいなひかる,82.0,59.0,85.0,,1981-08-16,AB,カラオケ,,40.0
3814,Huzisaki Nanami,藤崎ななみ,ふじさきななみ,,,,,,,,,
3815,Huzimori Erena,藤森エレナ,ふじもりえれな,87.0,57.0,85.0,158.0,1982-12-30,AB,ダンス,東京都,39.0
3817,Huzikawa Yuri,藤川ユリ,ふじかわゆり,,,,,,,,,
3822,Maisaka Yui,舞坂ゆい,まいさかゆい,86.0,60.0,87.0,161.0,1968-03-10,,,,53.0
3823,Kazane Tugumi,風音つぐみ,かざねつぐみ,89.0,59.0,90.0,,1979-06-12,,,,42.0
3827,Makino Tihiro,牧野ちひろ,まきのちひろ,,,,,,,,,
3834,Ruzaki Yuu,流崎裕,るざきゆう,86.0,58.0,88.0,,1978-06-19,O,映画鑑賞,,43.0
3836,Usada Hikaru,うさだひかる,うさだひかる,86.0,61.0,83.0,149.0,1983-05-16,O,ピアノ,神奈川県,38.0
3837,Katase Riko,片瀬梨子,かたせりこ,88.0,58.0,85.0,,,,,,
3843,Honzyou Yuuki,本城ゆうき,ほんじょうゆうき,,,,,,,,,
3847,Konno Minami,紺野ミナミ,こんのみなみ,,,,,,,,,
3848,Usami Haruka,宇沙美はるか,うさみはるか,,,,,,,,,
3859,Kyouno Asuka,杏野明日香,きょうのあすか,83.0,59.0,86.0,,1981-10-16,A,ビリヤード,,40.0
3861,Okamura Honoka,岡村ほのか,おかむらほのか,84.0,59.0,88.0,,1979-05-25,,,,42.0
3863,Kyouno Saori,京野さおり,きょうのさおり,95.0,59.0,89.0,,1977-08-07,O,料理、音楽鑑賞,,44.0
3864,Kazuki Anna,香月あんな,かずきあんな,88.0,59.0,88.0,155.0,1975-10-20,O,旅行、カラオケ、映画鑑賞,東京都,46.0
3865,Takamiya Sayaka,高宮さやか,たかみやさやか,,,,,,,,,
3866,Itosino Ami,糸篠あみ,いとしのあみ,88.0,58.0,87.0,,1981-06-27,,,,40.0
3867,Sion,詩音,しおん,88.0,61.0,88.0,,1980-08-15,,,,41.0
3868,Matubara Reiko,松原麗子,まつばられいこ,84.0,58.0,82.0,,1973-11-09,,,,48.0
3869,Sugimoto Reina,杉本れいな,すぎもとれいな,82.0,58.0,87.0,,1977-03-17,A,音楽鑑賞、ダンス,,44.0
3870,Kiyohara Kumi,清原久美,きよはらくみ,,,,,,,,,
3872,Sawamura Manami,沢村麻奈美,さわむらまなみ,,,,,,,,,
3873,Siina Kaoru,椎名カヲル,しいなかをる,80.0,58.0,85.0,,1981-03-10,A,散歩,,40.0
3874,Tanaka Mari,田中麻里,たなかまり,86.0,59.0,88.0,,1980-08-15,A,ショッピング、テニス,,41.0
3878,Arisawa Narumi,有沢成美,ありさわなるみ,85.0,59.0,88.0,,1978-12-13,,,,43.0
3879,Hanyuu Mei,羽生めい,はにゅうめい,81.0,56.0,83.0,,1982-11-12,A,散歩,,39.0
3883,Simizu Aika,清水あいか,しみずあいか,,,,,,,,,
3887,Misato Miri,美里ミリ,みさとみり,86.0,59.0,88.0,,1980-08-08,,,,41.0
3888,Kazama Mie,風間水絵,かざまみえ,86.0,57.0,84.0,155.0,1975-12-25,B,,,46.0
3890,Kiki Rara,樹木らら,ききらら,80.0,59.0,86.0,,1981-08-20,,,,40.0
3891,Tatigi Yuma,立木由麻,たちぎゆま,,,,,,,,,
3892,Matusita Rei,松下レイ,まつしたれい,,,,,,,,,
1018133,Imamura Kaede,今村楓,いまむらかえで,88.0,61.0,92.0,178.0,1993-02-01,O,音楽鑑賞、笑顔,京都府,28.0
1018134,Itou Agasa,伊東あがさ,いとうあがさ,,,,,,,,,
1018147,Aikarin,あいかりん,あいかりん,80.0,60.0,82.0,158.0,1993-11-03,,,,28.0
1018148,Serikawa Nana,芹川菜々,せりかわなな,85.0,57.0,87.0,155.0,,,,,
1018185,Sakurai Aya,桜井彩,さくらいあや,90.0,58.0,82.0,158.0,1989-02-24,,テニス、ピアノ、ハロプロのコンサートDVD鑑賞,,32.0
1018233,Honda Riko,本田莉子,ほんだりこ,88.0,55.0,86.0,155.0,1991-08-06,,カメラ、お笑い観賞、映画鑑賞、散歩,,30.0
1018348,Siina Remi,椎名れみ,しいなれみ,,,,,,,,,
1018379,Huyuki Mai,冬木舞,ふゆきまい,95.0,70.0,93.0,170.0,,,,,
1018387,Itosino Nami,愛乃なみ,いとしのなみ,96.0,59.0,85.0,163.0,1994-01-03,,おしゃれ、睡眠,,27.0
1018388,Yasuda Karina,安田香里奈,やすだかりな,,,,,,,,,
1018389,Sigemori Hitomi,夏来みあ（重盛ひと美）,なつきみあ（しげもりひとみ）,,,,,,,,,
1018390,Huzii Riri,藤井リリ,ふじいりり,,,,,,,,,
1018391,Akimoto Nami,秋元奈美,あきもとなみ,,,,,,,,,
1018395,Maeda Nanami,前田ななみ,まえだななみ,83.0,55.0,83.0,152.0,,,,,
1018409,Ariga Ari,有賀あり,ありがあり,83.0,57.0,80.0,153.0,1994-01-09,O,,東京都,27.0
1018424,Nakazima Noria,中島のりあ,なかじまのりあ,,,,,,,,,
1018429,Kizaki Mika,木崎実花,きざきみか,,,,,,,,,
1018434,Harasawa Yuua,原沢ゆうあ,はらさわゆうあ,60.0,90.0,,158.0,,,,,
1018435,Matusima Yurie,松嶋友里恵,まつしまゆりえ,82.0,62.0,86.0,160.0,1969-07-04,A,ドラマDVD鑑賞、音楽,石川県,52.0
1018438,Anku Tyatya,杏紅茶々,あんくちゃちゃ,,,,,,,,,
1018452,Amano Nana,天野ナナ,あまのなな,,,,,,,,,
1018480,Aizawa Nanaho,逢沢七帆,あいざわななほ,,,,,,,,,
1018483,Hosimiya Ai,星宮あい,ほしみやあい,98.0,59.0,86.0,160.0,1993-03-25,O,旅行、書道、水泳,神奈川県,28.0
1018484,Arimura Mayuka,有村まゆか,ありむらまゆか,,,,,,,,,
1018485,Kurabayasi Manami,倉林まなみ,くらばやしまなみ,,,,,,,,,
1018507,Aoi Koharu,葵こはる（えりか）,あおいこはる,,,,,,,,,
1018508,Sakasita Emiri,坂下えみり,さかしたえみり,,,,,,,,,
1018515,Matusita Akane,松下朱音,まつしたあかね,88.0,59.0,87.0,157.0,1989-06-20,,ネイル、ショッピング,,32.0
1018516,Wakatuki Syerubii,若槻シェルビー,わかつきしぇるびー,88.0,58.0,88.0,158.0,1992-03-05,,,,29.0
1018533,Momota Yukina,百田ゆきな,ももたゆきな,81.0,57.0,83.0,154.0,,,,,
1018534,Kawai Tisato,河合千里,かわいちさと,,,,,,,,,
1018535,Sanka Rena,三花れな,さんかれな,86.0,61.0,83.0,159.0,,,,,
1018536,Hayakawa Midori,早川みどり,はやかわみどり,,56.0,79.0,145.0,,,,,
1018537,Uesugi Avriru,上杉アヴリル,うえすぎあう゛りる,,61.0,86.0,,,,,,
1018564,Azumi,AZUMI,あずみ,,,,,,,,,
1018565,Mano Sakura,眞野さくら,まのさくら,,,,,,,,,
1018597,Yosikawa Ito,吉川いと,よしかわいと,,,,,,,,,
1018601,Yamakawa Seira,山川青空,やまかわせいら,88.0,58.0,84.0,165.0,1992-06-01,,ジム通い,東京都,29.0
1018606,Ooba Yui,大場ゆい,おおばゆい,,,,,,,,,
1018609,Maturi Momo,茉莉もも,まつりもも,,,,,,,,,
1018611,Ouka Riri,桜花りり,おうかりり,90.0,60.0,88.0,,1989-06-06,,旅行,東京都,32.0
1018615,Katou Eiko,加藤英子,かとうえいこ,91.0,67.0,93.0,156.0,,,,,
1018616,Yonezaki Mari,米崎真理,よねざきまり,88.0,60.0,90.0,156.0,,,,,
1018678,Horiuti Akemi,堀内秋美,ほりうちあけみ,85.0,58.0,86.0,162.0,,,読書,,
1018682,Ezaki Ririka,江崎リリカ,えざきりりか,89.0,59.0,84.0,150.0,1993-08-29,O,料理、歌、ピアノ,神奈川県,28.0
1018779,Adati Yuzuna,安達柚奈,あだちゆずな,,,,,,,,,
1018785,Yosikawa Aimi,吉川あいみ,よしかわあいみ,95.0,58.0,85.0,152.0,,,,神奈川県,
1018786,Morikawa Nana,森川なな,もりかわなな,82.0,57.0,83.0,167.0,1991-08-08,B,水泳,東京都,30.0
1018793,Ihara Siori,伊原詩織,いはらしおり,92.0,60.0,88.0,163.0,,,,,
1018794,Saezima Yuuri,冴島ゆうり,さえじまゆうり,86.0,64.0,89.0,162.0,,,,,
1018808,Ami,あみ,あみ,,,,,,,,,
1018813,Mizutani Syerii,水谷シェリー,みずたにしぇりー,83.0,59.0,,155.0,,B,,,
1018832,Katuragi Yukina,桂木雪菜,かつらぎゆきな,,,,,,,,,
1018833,Nonosita Kurara,野々下クララ,ののしたくらら,,,,,,,,,
1018835,Sakita Arina,咲田ありな,さきたありな,85.0,58.0,84.0,160.0,1994-03-27,O,せっけん集め/テニス/大食い,,27.0
1018836,Aisaki Erika,愛咲エリカ,あいさきえりか,,,,,,,,,
1018838,Sinoda Aya,篠田彩音,しのだあや,,,,,,,,,
1018839,Harukawa Mao,春川まお,はるかわまお,82.0,54.0,86.0,170.0,1990-03-20,A,音楽鑑賞、観劇、ダンス,宮城県,31.0
1018841,Isihara Miki,石原美希,いしはらみき,84.0,55.0,84.0,166.0,1993-05-10,,,東京都,28.0
1018843,Narumiya Ruri,成宮ルリ,なるみやるり,72.0,59.0,86.0,157.0,,,一輪車、お菓子作り,,
1018866,Hosizaki Aya,星崎亜耶,ほしざきあや,,,,,,,,,
1018873,Sakura Sunao,桜すなお,さくらすなお,88.0,60.0,86.0,145.0,,,,,
1018883,Mizuno Arisa,瑞乃ありさ,みずのありさ,90.0,,,,,,,,
1018884,Yabe Himari,矢部ひまり,やべひまり,,,,,,,,,
1018887,Eikura Aya,栄倉彩,えいくらあや,,,,,,,,,
1018890,Mukai An,向井杏,むかいあん,,,,,,,,,
1018894,Yosimi Riina,吉見りいな,よしみりいな,,,,,,,,,
1018899,Misuzu Rin,美鈴りん,みすずりん,,,,,,,,,
1018901,Kimura Kanako,木村夏菜子,きむらかなこ,,,,,,,,,
1018913,Nagino Miyu,凪野美憂,なぎのみゆ,84.0,56.0,84.0,165.0,,A,ゲーム、ピアノ,千葉県,
1018914,Kitagawa Anzyu,北川杏樹,きたがわあんじゅ,87.0,58.0,86.0,167.0,1990-08-10,A,雑貨屋巡り,,31.0
1018915,Rio,璃音,りお,83.0,63.0,78.0,164.0,,A,,,
1018921,Huzisaki Ririka,藤崎梨々花,ふじさきりりか,100.0,63.0,94.0,160.0,,,,,
1018922,Sakurazaki Hina,桜咲ひな,さくらざきひな,95.0,62.0,91.0,154.0,,,,,
1018923,Kuramoti Yua,倉持結愛,くらもちゆあ,95.0,63.0,86.0,160.0,1990-08-19,,ショッピング,東京都,31.0
1018924,Kawasima Sana,川島さな,かわしまさな,84.0,60.0,80.0,156.0,,,,,
1018925,Konomi Saki,このみさき,このみさき,80.0,62.0,83.0,159.0,,,,,
1018926,Minamati Sizuku,皆町しずく,みなまちしずく,96.0,54.0,86.0,,,,散歩/筋トレ,,
1018931,Noguti Mariya,野口まりや,のぐちまりや,90.0,62.0,80.0,153.0,,,料理,東京都,
1018936,Kagami Ryouko,鏡涼子,かがみりょうこ,,,,,,,,,
1018943,Satou Mizuki,沙透水樹,さとうみずき,83.0,58.0,88.0,152.0,,,読書、音楽鑑賞,,
1018983,Sakuragi Mio,桜木美央,さくらぎみお,,,,,,,,,
1018986,Ogawa Rio,緒川りお,おがわりお,86.0,58.0,83.0,155.0,1993-03-15,B,ショッピング・カラオケ,,28.0
1018987,Maehara Yuki,前原友紀,まえはらゆき,82.0,58.0,83.0,161.0,1991-10-02,B,,大阪府,30.0
1018988,Nakaoka Tamaki,仲丘たまき（片岡まきな）,なかおかたまき（かたおかまきな）,,,,,,,,,
1019024,Minami Saho,南紗穂,みなみさほ,86.0,59.0,89.0,170.0,,,料理,,
1019025,Motizuki Ayumi,望月あゆみ,もちづきあゆみ,86.0,59.0,86.0,165.0,1992-12-15,A,バスケ、バレーボール、水泳,神奈川県,29.0
1019026,Ikezato Miho,池里みほ,いけざとみほ,80.0,58.0,88.0,160.0,,B,,,
1019027,Iwasita Natuko,岩下菜津子,いわしたなつこ,88.0,73.0,91.0,160.0,,,,,
1019029,Usui Saryuu,卯水咲流,うすいさりゅう,84.0,59.0,87.0,167.0,1985-12-25,,読書、生け花,東京都,36.0
1019044,Honzyou Ami,本条亜未,ほんじょうあみ,,,,,,,,,
1019045,Maki Reira,真希レイラ,まきれいら,,,,,,,,,
1019076,Suzumura Airi,鈴村あいり,すずむらあいり,82.0,53.0,80.0,152.0,1993-09-24,A,お菓子作り,神奈川県,28.0
1019078,Suzumiya Kokona,涼宮心花,すずみやここな,,,,,,,,,
1019081,Hikari,HIKARI,ひかり,,,,,,,,,
1019082,Yukimoto Mei,雪本芽衣,ゆきもとめい,85.0,59.0,87.0,161.0,1994-03-03,,バレーボール、トランペット、ダーツ,東京都,27.0
1019122,Kasiwagi Mirei,柏木美玲,かしわぎみれい,,,,,,,,,
1019125,Amemiya Saori,雨宮沙織,あめみやさおり,,,,,,,,,
1019137,Konisi Manaka,こにし愛花,こにしまなか,85.0,57.0,83.0,168.0,,,料理、洗濯,神奈川県,
1019143,Hukatu Yosino,深津佳乃,ふかつよしの,85.0,61.0,90.0,168.0,,O,華道,神奈川県,
1019192,Miyama Siho,美山志穂,みやましほ,,,,,,,,,
1019198,Tatibana Risa,橘梨紗,たちばなりさ,85.0,60.0,92.0,162.0,1993-05-18,,買い物、映画鑑賞,山梨県,28.0
1019201,Kubo Reiko,久保麗子,くぼれいこ,98.0,68.0,98.0,165.0,,,,,
1019221,Gotou Emi,後藤えみ,ごとうえみ,80.0,58.0,83.0,,1994-02-14,O,読書、ゲーム,山形県,27.0
1019235,Matusita Naho,松下なほ,まつしたなほ,80.0,60.0,88.0,157.0,1992-06-18,,映画鑑賞,,29.0
1019236,Hanagara Kotori,花柄ことり,はながらことり,88.0,56.0,83.0,161.0,1991-04-05,,,,30.0
1019238,Hosikawa Eiti,星川英智,ほしかわえいち,80.0,60.0,87.0,157.0,1992-08-04,O,乗馬、テニス、映画鑑賞,東京都,29.0
1019241,Aono Kana,蒼乃かな,あおのかな,76.0,57.0,83.0,163.0,1992-09-22,A,テニス、カラオケ,,29.0
1019242,Takesita Tiaki,竹下千晶,たけしたちあき,95.0,68.0,98.0,169.0,,,,,
1019256,Yosinaga Akane,吉永あかね,よしながあかね,100.0,59.0,90.0,150.0,1992-10-30,A,写真,青森県,29.0
1019291,Miyasita Harumi,宮下はるみ,みやしたはるみ,,,,,,,,,
1019294,Motozawa Tomomi,本澤朋美,もとざわともみ,,,,,,,,,
1019297,Oomomo Risa,大桃りさ,おおももりさ,,,,,,,,,
1019300,Mizuno Asahi,水野朝陽,みずのあさひ,90.0,58.0,96.0,165.0,1990-11-12,,料理、サイクリング、バスケ、弓道、水泳,,31.0
1019301,Huzisaki Seira,藤咲セイラ,ふじさきせいら,,,,,,,,,
1019317,Sindou Yukino,進藤由紀乃,しんどうゆきの,,,,,,,,,
1019320,Aika,愛果,あいか,,,,,,,,,
1019321,Aiuti Tukasa,相内つかさ,あいうちつかさ,100.0,64.0,93.0,162.0,,,,,
1019322,Huzisaki Erina,藤崎エリナ,ふじさきえりな,89.0,58.0,84.0,163.0,1988-05-16,O,映画鑑賞/ダンス,静岡県,33.0
1019323,Yumeno Aika,夢乃あいか,ゆめのあいか,79.0,52.0,78.0,149.0,1994-08-26,,,,27.0
1019324,Nisina Wako,仁科和子,にしなわこ,,,,,,,,,
1019325,Enami Mana,榎波愛,えなみまな,,,,,,,,,
1019326,Maki Youko,真木洋子,まきようこ,,,,,,,,,
1019327,Yamada Kumi,山田久美,やまだくみ,,,,,,,,,
1019328,Sirakawa Yumika,白河優美香,しらかわゆみか,,,,,,,,,
1019329,Suzuki Koharu,鈴木心春,すずきこはる,85.0,58.0,85.0,160.0,1993-12-01,A,料理、新体操、体が柔らかいこと,神奈川県,28.0
1019330,Isihara Ayumu,石原あゆむ,いしはらあゆむ,,,,,,,,,
1019332,Aoyama Ami,青山亜美,あおやまあみ,76.0,57.0,82.0,160.0,1993-06-02,O,フルート、バイオリン,山口県,28.0
1019379,Sakaguti Mihono,みほの（坂口みほの）,みほの（さかぐちみほの）,86.0,58.0,88.0,158.0,1994-07-20,O,アニメ鑑賞、コスプレ,東京都,27.0
1019405,Oohasi Kaori,大橋かおり,おおはしかおり,84.0,60.0,86.0,153.0,,,,,
1019413,Yuina Saho,結菜さほ,ゆいなさほ,,,,,,,,,
1019447,Matumoto Akari,松本明莉,まつもとあかり,85.0,60.0,85.0,165.0,,,,,
1019449,Yukino Riko,雪野りこ,ゆきのりこ,,,,134.0,,,,,
1019452,Narumi Kanon,成海華音,なるみかのん,,,,,,,,,
1019453,Hayakawa Airi,早川愛理,はやかわあいり,,,,,,,,,
1019454,Asano Emi,浅野えみ,あさのえみ,88.0,60.0,88.0,156.0,1990-06-03,,料理、暗記,東京都,31.0
1019459,Izana Asuka,誘アスカ,いざなあすか,90.0,65.0,88.0,158.0,,O,カードマジック,,
1019463,Maki Kaori,真木かおり,まきかおり,,,,,,,,,
1019464,Irie Aimi,入江愛美,いりえまなみ,96.0,66.0,93.0,153.0,,,,,
1019465,Miyabi,MIYABI,みやび,85.0,56.0,86.0,164.0,1992-05-08,B,カラオケ、ダンス,兵庫県,29.0
1019466,Kondou Ikumi,近藤郁（近藤郁美）,こんどういく（こんどういくみ）,,,,,,,,,
1019467,Simazaki Rika,島崎りか,しまざきりか,,,,,,,,,
1019489,Tukimoto Rui,月本るい（宮原友里絵）,つきもとるい（みやはらゆりえ）,92.0,58.0,88.0,148.0,1992-11-15,,料理,福岡県,29.0
1019505,Simazaki Mayu,島崎麻友,しまざきまゆ,85.0,60.0,89.0,156.0,1990-11-13,,音楽を聴く,神奈川県,31.0
1019518,Yuzuki Tubasa,柚希つばさ,ゆずきつばさ,85.0,58.0,85.0,159.0,1994-02-02,AB,,,27.0
1019525,Tubaki Kanari,椿かなり,つばきかなり,92.0,62.0,90.0,158.0,1991-10-03,O,音楽鑑賞、楽器演奏,神奈川県,30.0
1019585,Sizuka,雫花,しずか,85.0,56.0,82.0,154.0,1995-01-03,A,マンガ、お花、お琴,秋田県,26.0
1019586,Hinami Madoka,雛見まどか,ひなみまどか,80.0,55.0,84.0,156.0,1994-08-19,A,読書、絵を描くこと,東京都,27.0
1019595,Haruno Tika,春乃千佳,はるのちか,86.0,57.0,83.0,143.0,1993-06-11,O,お菓子作り、ピアノ、ギター,静岡県,28.0
1019598,Toda Sayuri,戸田さゆり,とださゆり,84.0,59.0,85.0,,,,,,
1019600,Kuzuki Rimu,葛木りむ,くずきりむ,86.0,58.0,86.0,171.0,1991-07-08,,,,30.0
1019602,Sakurai Ayu,桜井あゆ,さくらいあゆ,82.0,59.0,81.0,162.0,1991-04-15,,バレーボール,宮崎県,30.0
1019603,Hosaka Eri,保坂えり,ほさかえり,91.0,59.0,88.0,165.0,1993-12-08,O,料理、書道,京都府,28.0
1019620,Kanno Megumi,菅野めぐみ,かんのめぐみ,,,,,,,,,
1019676,Tatikawa Rie,立川理恵,たちかわりえ,90.0,57.0,88.0,160.0,1993-03-07,,,,28.0
1019677,Aya Mineko,愛矢峰子,あやみねこ,98.0,69.0,90.0,160.0,,,,,
1019678,Serizawa Sakura,芹沢さくら,せりざわさくら,,,,,,,,,
1019696,Adati Madoka,安達まどか,あだちまどか,,,,,,,,,
1019702,Ougihara Zyuri,扇原樹理,おうぎはらじゅり,97.0,69.0,98.0,160.0,,,,,
1019728,Hosimi Reika,星海レイカ,ほしみれいか,,,,,,,,,
1019731,Tubaki Sino,椿しの,つばきしの,,,,,,,,,
1019754,Mizumori Yui,水森ゆい,みずもりゆい,107.0,80.0,100.0,,,,,,
1019755,Raina,来那,らいな,83.0,59.0,87.0,155.0,,,,,
1019756,Suzuki Konatu,鈴木心夏,すずきこなつ,,,,,,,お菓子作り/バトミントン,,
1019764,Aisu Remon,逢栖れもん,あいすれもん,80.0,60.0,85.0,152.0,1994-01-19,A,散歩、器械体操,神奈川県,27.0
1019782,Mizuhara Arisa,水原アリサ,みずはらありさ,88.0,59.0,93.0,152.0,,,,,
1019827,Hanyuu Nozomi,羽生稀,はにゅうのぞみ,,,,,,,,,
